id,decision,score,category,family,question,correct_answer,reasons
q4897,REJECT,-4.5,Bilim & Doğa,formula,H₂S kimyasal formülü hangi bileşiğe aittir?,Hidrojen sülfür,seri kimyasal formül sorusu
q4898,REJECT,-4.5,Bilim & Doğa,formula,PH₃ kimyasal formülü hangi bileşiğe aittir?,Fosfin,seri kimyasal formül sorusu
q4899,REJECT,-4.5,Bilim & Doğa,formula,NaF kimyasal formülü hangi bileşiğe aittir?,Sodyum florür,seri kimyasal formül sorusu
q4901,REJECT,-4.5,Bilim & Doğa,formula,MgO kimyasal formülü hangi bileşiğe aittir?,Magnezyum oksit,seri kimyasal formül sorusu
q4903,REJECT,-4.5,Bilim & Doğa,formula,ZnO kimyasal formülü hangi bileşiğe aittir?,Çinko oksit,seri kimyasal formül sorusu
q4932,REJECT,-4.5,Bilim & Doğa,si_unit,N simgesi hangi SI birimini gösterir?,newton,seri SI birimi sorusu
q4933,REJECT,-4.5,Bilim & Doğa,si_unit,J simgesi hangi SI birimini gösterir?,joule,seri SI birimi sorusu
q4934,REJECT,-4.5,Bilim & Doğa,si_unit,W simgesi hangi SI birimini gösterir?,watt,seri SI birimi sorusu
q4943,REJECT,-4.5,Bilim & Doğa,si_unit,H simgesi hangi SI birimini gösterir?,henry,seri SI birimi sorusu
q6068,REJECT,-4.5,Spor,venue,Camp Nou en çok hangi spor veya sporlarla ilişkilidir?,Futbol,seri spor mekânı sorusu | doğru seçenek uzunluğuyla ayrışıyor
q6098,REJECT,-4.5,Spor,venue,Augusta National en çok hangi spor veya sporlarla ilişkilidir?,Golf,seri spor mekânı sorusu | doğru seçenek uzunluğuyla ayrışıyor
q6099,REJECT,-4.5,Spor,venue,St Andrews Links en çok hangi spor veya sporlarla ilişkilidir?,Golf,seri spor mekânı sorusu | doğru seçenek uzunluğuyla ayrışıyor
q6112,REJECT,-4.5,Spor,venue,Wankhede Stadium en çok hangi spor veya sporlarla ilişkilidir?,Kriket,seri spor mekânı sorusu | doğru seçenek uzunluğuyla ayrışıyor
q6116,REJECT,-4.5,Spor,venue,Ellis Park en çok hangi spor veya sporlarla ilişkilidir?,Ragbi,seri spor mekânı sorusu | doğru seçenek uzunluğuyla ayrışıyor
q5732,REJECT,-5.0,Sanat & Edebiyat,music_form,Gayane hangi müzik türü veya biçiminde yazılmıştır?,Bale,seri müzik biçimi sorusu | doğru seçenek uzunluğuyla ayrışıyor
q23186,REJECT,-5.0,Bilim & Doğa,formula,Nitrik asit bileşiğinin moleküler veya formül gösterimi hangisidir?,HNO3,seri kimyasal formül sorusu
q23622,REJECT,-5.0,Bilim & Doğa,formula,Azot dioksit bileşiğinin moleküler veya formül gösterimi hangisidir?,NO2,seri kimyasal formül sorusu
q23956,REJECT,-5.0,Bilim & Doğa,formula,Bütan bileşiğinin moleküler veya formül gösterimi hangisidir?,C4H10,seri kimyasal formül sorusu
q25146,REJECT,-5.0,Bilim & Doğa,formula,Sakkaroz bileşiğinin moleküler veya formül gösterimi hangisidir?,C12H22O11,seri kimyasal formül sorusu
q26253,REJECT,-5.0,Bilim & Doğa,formula,Sülfürik asit bileşiğinin moleküler veya formül gösterimi hangisidir?,H2SO4,seri kimyasal formül sorusu
q26405,REJECT,-5.0,Bilim & Doğa,formula,Oktan bileşiğinin moleküler veya formül gösterimi hangisidir?,C8H18,seri kimyasal formül sorusu
q27045,REJECT,-5.0,Bilim & Doğa,formula,Baryum sülfat bileşiğinin moleküler veya formül gösterimi hangisidir?,BaSO4,seri kimyasal formül sorusu
q29384,REJECT,-5.0,Bilim & Doğa,formula,Sodyum klorür bileşiğinin moleküler veya formül gösterimi hangisidir?,NaCl,seri kimyasal formül sorusu
q29870,REJECT,-5.0,Bilim & Doğa,formula,Gümüş nitrat bileşiğinin moleküler veya formül gösterimi hangisidir?,AgNO3,seri kimyasal formül sorusu
q29892,REJECT,-5.0,Bilim & Doğa,formula,Su bileşiğinin moleküler veya formül gösterimi hangisidir?,H2O,seri kimyasal formül sorusu
q30048,REJECT,-5.0,Bilim & Doğa,formula,Metanol bileşiğinin moleküler veya formül gösterimi hangisidir?,CH4O,seri kimyasal formül sorusu
q30222,REJECT,-5.0,Bilim & Doğa,formula,Amonyak bileşiğinin moleküler veya formül gösterimi hangisidir?,NH3,seri kimyasal formül sorusu
q30741,REJECT,-5.0,Bilim & Doğa,formula,Metan bileşiğinin moleküler veya formül gösterimi hangisidir?,CH4,seri kimyasal formül sorusu
q30863,REJECT,-5.0,Bilim & Doğa,formula,Etanol bileşiğinin moleküler veya formül gösterimi hangisidir?,C2H6O,seri kimyasal formül sorusu
q31086,REJECT,-5.0,Bilim & Doğa,formula,Glikoz bileşiğinin moleküler veya formül gösterimi hangisidir?,C6H12O6,seri kimyasal formül sorusu
q31509,REJECT,-5.0,Bilim & Doğa,formula,Ozon bileşiğinin moleküler veya formül gösterimi hangisidir?,O3,seri kimyasal formül sorusu
q31685,REJECT,-5.0,Bilim & Doğa,formula,Aseton bileşiğinin moleküler veya formül gösterimi hangisidir?,C3H6O,seri kimyasal formül sorusu
q32483,REJECT,-5.0,Bilim & Doğa,formula,Kafein bileşiğinin moleküler veya formül gösterimi hangisidir?,C8H10N4O2,seri kimyasal formül sorusu
q32496,REJECT,-5.0,Bilim & Doğa,formula,Karbondioksit bileşiğinin moleküler veya formül gösterimi hangisidir?,CO2,seri kimyasal formül sorusu
q32991,REJECT,-5.0,Bilim & Doğa,formula,Üre bileşiğinin moleküler veya formül gösterimi hangisidir?,CH4N2O,seri kimyasal formül sorusu
q4849,REJECT,-5.5,Bilim & Doğa,formula,H₂O kimyasal formülü hangi bileşiğe aittir?,Su,seri kimyasal formül sorusu | doğru seçenek uzunluğuyla ayrışıyor
q4870,REJECT,-5.5,Bilim & Doğa,formula,O₃ kimyasal formülü hangi bileşiğe aittir?,Ozon,seri kimyasal formül sorusu | doğru seçenek uzunluğuyla ayrışıyor
q601,REJECT,-100.0,Eğlence,director,Baba filminin yönetmeni kimdir?,Francis Ford Coppola,meta/eşleştirme şablonu
q603,REJECT,-100.0,Eğlence,entertainment,Baba için doğru yönetmen eşleştirmesi hangisidir?,Francis Ford Coppola,meta/eşleştirme şablonu
q606,REJECT,-100.0,Eğlence,year,Baba için doğru yayın yılı eşleştirmesi hangisidir?,1972,meta/eşleştirme şablonu
q607,REJECT,-100.0,Eğlence,entertainment,Baba filminde öne çıkan karakter hangisidir?,Michael Corleone,meta/eşleştirme şablonu
q609,REJECT,-100.0,Eğlence,entertainment,Baba için doğru film karakteri eşleştirmesi hangisidir?,Michael Corleone,meta/eşleştirme şablonu
q610,REJECT,-100.0,Eğlence,director,Yıldız Savaşları: Yeni Bir Umut filminin yönetmeni kimdir?,George Lucas,meta/eşleştirme şablonu
q612,REJECT,-100.0,Eğlence,entertainment,Yıldız Savaşları: Yeni Bir Umut için doğru yönetmen eşleştirmesi hangisidir?,George Lucas,meta/eşleştirme şablonu
q614,REJECT,-100.0,Eğlence,year,Yıldız Savaşları: Yeni Bir Umut için doğru yayın yılı eşleştirmesi hangisidir?,1977,meta/eşleştirme şablonu
q615,REJECT,-100.0,Eğlence,entertainment,Yıldız Savaşları: Yeni Bir Umut filminde öne çıkan karakter hangisidir?,Luke Skywalker,meta/eşleştirme şablonu
q617,REJECT,-100.0,Eğlence,entertainment,Yıldız Savaşları: Yeni Bir Umut için doğru film karakteri eşleştirmesi hangisidir?,Luke Skywalker,meta/eşleştirme şablonu
q618,REJECT,-100.0,Eğlence,director,Jaws filminin yönetmeni kimdir?,Steven Spielberg,meta/eşleştirme şablonu
q620,REJECT,-100.0,Eğlence,entertainment,Jaws için doğru yönetmen eşleştirmesi hangisidir?,Steven Spielberg,meta/eşleştirme şablonu
q624,REJECT,-100.0,Eğlence,entertainment,Jaws filminde öne çıkan karakter hangisidir?,Martin Brody,meta/eşleştirme şablonu
q626,REJECT,-100.0,Eğlence,entertainment,Jaws için doğru film karakteri eşleştirmesi hangisidir?,Martin Brody,meta/eşleştirme şablonu
q627,REJECT,-100.0,Eğlence,director,Rocky filminin yönetmeni kimdir?,John G. Avildsen,meta/eşleştirme şablonu
q629,REJECT,-100.0,Eğlence,entertainment,Rocky için doğru yönetmen eşleştirmesi hangisidir?,John G. Avildsen,meta/eşleştirme şablonu
q632,REJECT,-100.0,Eğlence,year,Rocky için doğru yayın yılı eşleştirmesi hangisidir?,1976,meta/eşleştirme şablonu
q633,REJECT,-100.0,Eğlence,entertainment,Rocky filminde öne çıkan karakter hangisidir?,Rocky Balboa,meta/eşleştirme şablonu
q635,REJECT,-100.0,Eğlence,entertainment,Rocky için doğru film karakteri eşleştirmesi hangisidir?,Rocky Balboa,meta/eşleştirme şablonu
q636,REJECT,-100.0,Eğlence,director,Yaratık filminin yönetmeni kimdir?,Ridley Scott,meta/eşleştirme şablonu
q638,REJECT,-100.0,Eğlence,entertainment,Yaratık için doğru yönetmen eşleştirmesi hangisidir?,Ridley Scott,meta/eşleştirme şablonu
q640,REJECT,-100.0,Eğlence,year,Yaratık için doğru yayın yılı eşleştirmesi hangisidir?,1979,meta/eşleştirme şablonu
q641,REJECT,-100.0,Eğlence,entertainment,Yaratık filminde öne çıkan karakter hangisidir?,Ellen Ripley,meta/eşleştirme şablonu
q643,REJECT,-100.0,Eğlence,entertainment,Yaratık için doğru film karakteri eşleştirmesi hangisidir?,Ellen Ripley,meta/eşleştirme şablonu
q644,REJECT,-100.0,Eğlence,director,E.T. filminin yönetmeni kimdir?,Steven Spielberg,meta/eşleştirme şablonu
q646,REJECT,-100.0,Eğlence,entertainment,E.T. için doğru yönetmen eşleştirmesi hangisidir?,Steven Spielberg,meta/eşleştirme şablonu
q649,REJECT,-100.0,Eğlence,year,E.T. için doğru yayın yılı eşleştirmesi hangisidir?,1982,meta/eşleştirme şablonu
q650,REJECT,-100.0,Eğlence,entertainment,E.T. filminde öne çıkan karakter hangisidir?,Elliott,meta/eşleştirme şablonu
q652,REJECT,-100.0,Eğlence,entertainment,E.T. için doğru film karakteri eşleştirmesi hangisidir?,Elliott,meta/eşleştirme şablonu
q653,REJECT,-100.0,Eğlence,director,Geleceğe Dönüş filminin yönetmeni kimdir?,Robert Zemeckis,meta/eşleştirme şablonu
q655,REJECT,-100.0,Eğlence,entertainment,Geleceğe Dönüş için doğru yönetmen eşleştirmesi hangisidir?,Robert Zemeckis,meta/eşleştirme şablonu
q659,REJECT,-100.0,Eğlence,entertainment,Geleceğe Dönüş filminde öne çıkan karakter hangisidir?,Marty McFly,meta/eşleştirme şablonu
q661,REJECT,-100.0,Eğlence,entertainment,Geleceğe Dönüş için doğru film karakteri eşleştirmesi hangisidir?,Marty McFly,meta/eşleştirme şablonu
q662,REJECT,-100.0,Eğlence,director,Top Gun filminin yönetmeni kimdir?,Tony Scott,meta/eşleştirme şablonu
q664,REJECT,-100.0,Eğlence,entertainment,Top Gun için doğru yönetmen eşleştirmesi hangisidir?,Tony Scott,meta/eşleştirme şablonu
q666,REJECT,-100.0,Eğlence,year,Top Gun için doğru yayın yılı eşleştirmesi hangisidir?,1986,meta/eşleştirme şablonu
q667,REJECT,-100.0,Eğlence,entertainment,Top Gun filminde öne çıkan karakter hangisidir?,Pete “Maverick” Mitchell,meta/eşleştirme şablonu
q669,REJECT,-100.0,Eğlence,entertainment,Top Gun için doğru film karakteri eşleştirmesi hangisidir?,Pete “Maverick” Mitchell,meta/eşleştirme şablonu
q670,REJECT,-100.0,Eğlence,director,Evde Tek Başına filminin yönetmeni kimdir?,Chris Columbus,meta/eşleştirme şablonu
q672,REJECT,-100.0,Eğlence,entertainment,Evde Tek Başına için doğru yönetmen eşleştirmesi hangisidir?,Chris Columbus,meta/eşleştirme şablonu
q675,REJECT,-100.0,Eğlence,year,Evde Tek Başına için doğru yayın yılı eşleştirmesi hangisidir?,1990,meta/eşleştirme şablonu
q676,REJECT,-100.0,Eğlence,entertainment,Evde Tek Başına filminde öne çıkan karakter hangisidir?,Kevin McCallister,meta/eşleştirme şablonu
q678,REJECT,-100.0,Eğlence,entertainment,Evde Tek Başına için doğru film karakteri eşleştirmesi hangisidir?,Kevin McCallister,meta/eşleştirme şablonu
q688,REJECT,-100.0,Eğlence,director,Jurassic Park filminin yönetmeni kimdir?,Steven Spielberg,meta/eşleştirme şablonu
q692,REJECT,-100.0,Eğlence,year,Jurassic Park için doğru yayın yılı eşleştirmesi hangisidir?,1993,meta/eşleştirme şablonu
q693,REJECT,-100.0,Eğlence,entertainment,Jurassic Park filminde öne çıkan karakter hangisidir?,Alan Grant,meta/eşleştirme şablonu
q695,REJECT,-100.0,Eğlence,entertainment,Jurassic Park için doğru film karakteri eşleştirmesi hangisidir?,Alan Grant,meta/eşleştirme şablonu
q696,REJECT,-100.0,Eğlence,director,Ucuz Roman filminin yönetmeni kimdir?,Quentin Tarantino,meta/eşleştirme şablonu
q698,REJECT,-100.0,Eğlence,entertainment,Ucuz Roman için doğru yönetmen eşleştirmesi hangisidir?,Quentin Tarantino,meta/eşleştirme şablonu
q701,REJECT,-100.0,Eğlence,year,Ucuz Roman için doğru yayın yılı eşleştirmesi hangisidir?,1994,meta/eşleştirme şablonu
q702,REJECT,-100.0,Eğlence,entertainment,Ucuz Roman filminde öne çıkan karakter hangisidir?,Vincent Vega,meta/eşleştirme şablonu
q704,REJECT,-100.0,Eğlence,entertainment,Ucuz Roman için doğru film karakteri eşleştirmesi hangisidir?,Vincent Vega,meta/eşleştirme şablonu
q705,REJECT,-100.0,Eğlence,director,Forrest Gump filminin yönetmeni kimdir?,Robert Zemeckis,meta/eşleştirme şablonu
q707,REJECT,-100.0,Eğlence,entertainment,Forrest Gump için doğru yönetmen eşleştirmesi hangisidir?,Robert Zemeckis,meta/eşleştirme şablonu
q710,REJECT,-100.0,Eğlence,year,Forrest Gump için doğru yayın yılı eşleştirmesi hangisidir?,1994,meta/eşleştirme şablonu
q711,REJECT,-100.0,Eğlence,entertainment,Forrest Gump filminde öne çıkan karakter hangisidir?,Forrest Gump,meta/eşleştirme şablonu
q713,REJECT,-100.0,Eğlence,entertainment,Forrest Gump için doğru film karakteri eşleştirmesi hangisidir?,Forrest Gump,meta/eşleştirme şablonu
q714,REJECT,-100.0,Eğlence,director,Aslan Kral filminin yönetmeni kimdir?,Roger Allers ve Rob Minkoff,meta/eşleştirme şablonu
q715,REJECT,-100.0,Eğlence,entertainment,Aslan Kral için doğru yönetmen eşleştirmesi hangisidir?,Roger Allers ve Rob Minkoff,meta/eşleştirme şablonu
q718,REJECT,-100.0,Eğlence,year,Aslan Kral için doğru yayın yılı eşleştirmesi hangisidir?,1994,meta/eşleştirme şablonu
q719,REJECT,-100.0,Eğlence,entertainment,Aslan Kral filminde öne çıkan karakter hangisidir?,Simba,meta/eşleştirme şablonu
q721,REJECT,-100.0,Eğlence,entertainment,Aslan Kral için doğru film karakteri eşleştirmesi hangisidir?,Simba,meta/eşleştirme şablonu
q722,REJECT,-100.0,Eğlence,director,Oyuncak Hikâyesi filminin yönetmeni kimdir?,John Lasseter,meta/eşleştirme şablonu
q724,REJECT,-100.0,Eğlence,entertainment,Oyuncak Hikâyesi için doğru yönetmen eşleştirmesi hangisidir?,John Lasseter,meta/eşleştirme şablonu
q727,REJECT,-100.0,Eğlence,year,Oyuncak Hikâyesi için doğru yayın yılı eşleştirmesi hangisidir?,1995,meta/eşleştirme şablonu
q728,REJECT,-100.0,Eğlence,entertainment,Oyuncak Hikâyesi filminde öne çıkan karakter hangisidir?,Woody,meta/eşleştirme şablonu
q730,REJECT,-100.0,Eğlence,entertainment,Oyuncak Hikâyesi için doğru film karakteri eşleştirmesi hangisidir?,Woody,meta/eşleştirme şablonu
q732,REJECT,-100.0,Eğlence,entertainment,Titanic için doğru yönetmen eşleştirmesi hangisidir?,James Cameron,meta/eşleştirme şablonu
q735,REJECT,-100.0,Eğlence,year,Titanic için doğru yayın yılı eşleştirmesi hangisidir?,1997,meta/eşleştirme şablonu
q736,REJECT,-100.0,Eğlence,entertainment,Titanic filminde öne çıkan karakter hangisidir?,Jack Dawson,meta/eşleştirme şablonu
q738,REJECT,-100.0,Eğlence,entertainment,Titanic için doğru film karakteri eşleştirmesi hangisidir?,Jack Dawson,meta/eşleştirme şablonu
q739,REJECT,-100.0,Eğlence,director,Matrix filminin yönetmeni kimdir?,Lana ve Lilly Wachowski,meta/eşleştirme şablonu
q740,REJECT,-100.0,Eğlence,entertainment,Matrix için doğru yönetmen eşleştirmesi hangisidir?,Lana ve Lilly Wachowski,meta/eşleştirme şablonu
q747,REJECT,-100.0,Eğlence,director,Gladyatör filminin yönetmeni kimdir?,Ridley Scott,meta/eşleştirme şablonu
q756,REJECT,-100.0,Eğlence,director,Ruhların Kaçışı filminin yönetmeni kimdir?,Hayao Miyazaki,meta/eşleştirme şablonu
q773,REJECT,-100.0,Eğlence,director,Harry Potter ve Felsefe Taşı filminin yönetmeni kimdir?,Chris Columbus,meta/eşleştirme şablonu
q782,REJECT,-100.0,Eğlence,director,Kayıp Balık Nemo filminin yönetmeni kimdir?,Andrew Stanton,meta/eşleştirme şablonu
q799,REJECT,-100.0,Eğlence,director,Avatar filminin yönetmeni kimdir?,James Cameron,meta/eşleştirme şablonu
q808,REJECT,-100.0,Eğlence,director,Başlangıç filminin yönetmeni kimdir?,Christopher Nolan,meta/eşleştirme şablonu
q816,REJECT,-100.0,Eğlence,director,Karlar Ülkesi filminin yönetmeni kimdir?,Chris Buck ve Jennifer Lee,meta/eşleştirme şablonu
q825,REJECT,-100.0,Eğlence,director,Yıldızlararası filminin yönetmeni kimdir?,Christopher Nolan,meta/eşleştirme şablonu
q834,REJECT,-100.0,Eğlence,director,Mad Max: Öfkeli Yollar filminin yönetmeni kimdir?,George Miller,meta/eşleştirme şablonu
q842,REJECT,-100.0,Eğlence,director,Coco filminin yönetmeni kimdir?,Lee Unkrich,meta/eşleştirme şablonu
q851,REJECT,-100.0,Eğlence,director,Parazit filminin yönetmeni kimdir?,Bong Joon-ho,meta/eşleştirme şablonu
q860,REJECT,-100.0,Eğlence,creator,Friends dizisinin yaratıcısı veya yaratıcıları kimdir?,David Crane ve Marta Kauffman,meta/eşleştirme şablonu
q862,REJECT,-100.0,Eğlence,entertainment,Friends için doğru dizi yaratıcısı eşleştirmesi hangisidir?,David Crane ve Marta Kauffman,meta/eşleştirme şablonu
q868,REJECT,-100.0,Eğlence,creator,The Sopranos dizisinin yaratıcısı veya yaratıcıları kimdir?,David Chase,meta/eşleştirme şablonu
q870,REJECT,-100.0,Eğlence,entertainment,The Sopranos için doğru dizi yaratıcısı eşleştirmesi hangisidir?,David Chase,meta/eşleştirme şablonu
q886,REJECT,-100.0,Eğlence,creator,Breaking Bad dizisinin yaratıcısı veya yaratıcıları kimdir?,Vince Gilligan,meta/eşleştirme şablonu
q888,REJECT,-100.0,Eğlence,entertainment,Breaking Bad için doğru dizi yaratıcısı eşleştirmesi hangisidir?,Vince Gilligan,meta/eşleştirme şablonu
q894,REJECT,-100.0,Eğlence,creator,Game of Thrones dizisinin yaratıcısı veya yaratıcıları kimdir?,David Benioff ve D. B. Weiss,meta/eşleştirme şablonu
q896,REJECT,-100.0,Eğlence,entertainment,Game of Thrones için doğru dizi yaratıcısı eşleştirmesi hangisidir?,David Benioff ve D. B. Weiss,meta/eşleştirme şablonu
q903,REJECT,-100.0,Eğlence,creator,Stranger Things dizisinin yaratıcısı veya yaratıcıları kimdir?,Duffer Kardeşler,meta/eşleştirme şablonu
q905,REJECT,-100.0,Eğlence,entertainment,Stranger Things için doğru dizi yaratıcısı eşleştirmesi hangisidir?,Duffer Kardeşler,meta/eşleştirme şablonu
q912,REJECT,-100.0,Eğlence,creator,The Office (ABD) dizisinin yaratıcısı veya yaratıcıları kimdir?,Greg Daniels,meta/eşleştirme şablonu
q914,REJECT,-100.0,Eğlence,entertainment,The Office (ABD) için doğru dizi yaratıcısı eşleştirmesi hangisidir?,Greg Daniels,meta/eşleştirme şablonu
q920,REJECT,-100.0,Eğlence,creator,Sherlock dizisinin yaratıcısı veya yaratıcıları kimdir?,Mark Gatiss ve Steven Moffat,meta/eşleştirme şablonu
q922,REJECT,-100.0,Eğlence,entertainment,Sherlock için doğru dizi yaratıcısı eşleştirmesi hangisidir?,Mark Gatiss ve Steven Moffat,meta/eşleştirme şablonu
q929,REJECT,-100.0,Eğlence,creator,Black Mirror dizisinin yaratıcısı veya yaratıcıları kimdir?,Charlie Brooker,meta/eşleştirme şablonu
q931,REJECT,-100.0,Eğlence,entertainment,Black Mirror için doğru dizi yaratıcısı eşleştirmesi hangisidir?,Charlie Brooker,meta/eşleştirme şablonu
q946,REJECT,-100.0,Eğlence,creator,Peaky Blinders dizisinin yaratıcısı veya yaratıcıları kimdir?,Steven Knight,meta/eşleştirme şablonu
q948,REJECT,-100.0,Eğlence,entertainment,Peaky Blinders için doğru dizi yaratıcısı eşleştirmesi hangisidir?,Steven Knight,meta/eşleştirme şablonu
q957,REJECT,-100.0,Eğlence,entertainment,La Casa de Papel için doğru dizi yaratıcısı eşleştirmesi hangisidir?,Álex Pina,meta/eşleştirme şablonu
q964,REJECT,-100.0,Eğlence,creator,The Mandalorian dizisinin yaratıcısı veya yaratıcıları kimdir?,Jon Favreau,meta/eşleştirme şablonu
q966,REJECT,-100.0,Eğlence,entertainment,The Mandalorian için doğru dizi yaratıcısı eşleştirmesi hangisidir?,Jon Favreau,meta/eşleştirme şablonu
q972,REJECT,-100.0,Eğlence,creator,Dark dizisinin yaratıcısı veya yaratıcıları kimdir?,Baran bo Odar ve Jantje Friese,meta/eşleştirme şablonu
q1081,REJECT,-100.0,Tarih,history,Yazının Sümerler tarafından kullanılmaya başlanması hangi tarihte gerçekleşti?,MÖ 3200 dolayları,meta/eşleştirme şablonu
q1086,REJECT,-100.0,Tarih,history,Yazının Sümerler tarafından kullanılmaya başlanması için doğru yer eşleştirmesi hangisidir?,Mezopotamya,meta/eşleştirme şablonu
q1094,REJECT,-100.0,Tarih,history,Keops Piramidi’nin tamamlanması için doğru yer eşleştirmesi hangisidir?,Gize,meta/eşleştirme şablonu
q1097,REJECT,-100.0,Tarih,history,"Keops Piramidi’nin tamamlanması için doğru kişi, taraf veya gelişme eşleştirmesi hangisidir?",Firavun Keops,meta/eşleştirme şablonu
q1103,REJECT,-100.0,Tarih,history,Hammurabi Kanunları’nın hazırlanması için doğru yer eşleştirmesi hangisidir?,Babil,meta/eşleştirme şablonu
q1107,REJECT,-100.0,Tarih,history,Maraton Savaşı hangi tarihte gerçekleşti?,MÖ 490,meta/eşleştirme şablonu
q1109,REJECT,-100.0,Tarih,history,Maraton Savaşı için doğru tarih eşleştirmesi hangisidir?,MÖ 490,meta/eşleştirme şablonu
q1113,REJECT,-100.0,Tarih,history,"Maraton Savaşı ile en çok ilişkilendirilen kişi, taraf veya gelişme hangisidir?",Miltiades,meta/eşleştirme şablonu
q1115,REJECT,-100.0,Tarih,history,"Maraton Savaşı için doğru kişi, taraf veya gelişme eşleştirmesi hangisidir?",Miltiades,meta/eşleştirme şablonu
q1116,REJECT,-100.0,Tarih,history,Sokrates’in idam edilmesi hangi tarihte gerçekleşti?,MÖ 399,meta/eşleştirme şablonu
q1117,REJECT,-100.0,Tarih,history,Sokrates’in idam edilmesi için doğru tarih eşleştirmesi hangisidir?,MÖ 399,meta/eşleştirme şablonu
q1120,REJECT,-100.0,Tarih,history,Sokrates’in idam edilmesi için doğru yer eşleştirmesi hangisidir?,Atina,meta/eşleştirme şablonu
q1123,REJECT,-100.0,Tarih,history,"Sokrates’in idam edilmesi için doğru kişi, taraf veya gelişme eşleştirmesi hangisidir?",Sokrates,meta/eşleştirme şablonu
q1124,REJECT,-100.0,Tarih,history,Büyük İskender’in Asya seferine başlaması hangi tarihte gerçekleşti?,MÖ 334,meta/eşleştirme şablonu
q1126,REJECT,-100.0,Tarih,history,Büyük İskender’in Asya seferine başlaması için doğru tarih eşleştirmesi hangisidir?,MÖ 334,meta/eşleştirme şablonu
q1129,REJECT,-100.0,Tarih,history,Büyük İskender’in Asya seferine başlaması için doğru yer eşleştirmesi hangisidir?,Anadolu,meta/eşleştirme şablonu
q1133,REJECT,-100.0,Tarih,history,Gaugamela Savaşı hangi tarihte gerçekleşti?,MÖ 331,meta/eşleştirme şablonu
q1135,REJECT,-100.0,Tarih,history,Gaugamela Savaşı için doğru tarih eşleştirmesi hangisidir?,MÖ 331,meta/eşleştirme şablonu
q1138,REJECT,-100.0,Tarih,history,Gaugamela Savaşı için doğru yer eşleştirmesi hangisidir?,Mezopotamya,meta/eşleştirme şablonu
q1139,REJECT,-100.0,Tarih,history,"Gaugamela Savaşı ile en çok ilişkilendirilen kişi, taraf veya gelişme hangisidir?",Büyük İskender,meta/eşleştirme şablonu
q1141,REJECT,-100.0,Tarih,history,Çin’in Qin Hanedanı altında birleşmesi hangi tarihte gerçekleşti?,MÖ 221,meta/eşleştirme şablonu
q1143,REJECT,-100.0,Tarih,history,Çin’in Qin Hanedanı altında birleşmesi için doğru tarih eşleştirmesi hangisidir?,MÖ 221,meta/eşleştirme şablonu
q1150,REJECT,-100.0,Tarih,history,Jül Sezar’ın öldürülmesi hangi tarihte gerçekleşti?,MÖ 44,meta/eşleştirme şablonu
q1152,REJECT,-100.0,Tarih,history,Jül Sezar’ın öldürülmesi için doğru tarih eşleştirmesi hangisidir?,MÖ 44,meta/eşleştirme şablonu
q1155,REJECT,-100.0,Tarih,history,Jül Sezar’ın öldürülmesi için doğru yer eşleştirmesi hangisidir?,Roma,meta/eşleştirme şablonu
q1156,REJECT,-100.0,Tarih,history,"Jül Sezar’ın öldürülmesi ile en çok ilişkilendirilen kişi, taraf veya gelişme hangisidir?",Jül Sezar,meta/eşleştirme şablonu
q1158,REJECT,-100.0,Tarih,history,"Jül Sezar’ın öldürülmesi için doğru kişi, taraf veya gelişme eşleştirmesi hangisidir?",Jül Sezar,meta/eşleştirme şablonu
q1161,REJECT,-100.0,Tarih,history,Augustus’un Roma’nın ilk imparatoru olması için doğru tarih eşleştirmesi hangisidir?,MÖ 27,meta/eşleştirme şablonu
q1169,REJECT,-100.0,Tarih,history,Roma İmparatorluğu’nun ikiye ayrılması için doğru tarih eşleştirmesi hangisidir?,395,meta/eşleştirme şablonu
q1172,REJECT,-100.0,Tarih,history,Roma İmparatorluğu’nun ikiye ayrılması için doğru yer eşleştirmesi hangisidir?,Roma İmparatorluğu,meta/eşleştirme şablonu
q1178,REJECT,-100.0,Tarih,history,Batı Roma İmparatorluğu’nun yıkılması için doğru tarih eşleştirmesi hangisidir?,476,meta/eşleştirme şablonu
q1181,REJECT,-100.0,Tarih,history,Batı Roma İmparatorluğu’nun yıkılması için doğru yer eşleştirmesi hangisidir?,İtalya,meta/eşleştirme şablonu
q1187,REJECT,-100.0,Tarih,history,Hicret için doğru tarih eşleştirmesi hangisidir?,622,meta/eşleştirme şablonu
q1189,REJECT,-100.0,Tarih,history,Hicret için doğru yer eşleştirmesi hangisidir?,Mekke’den Medine’ye,meta/eşleştirme şablonu
q1190,REJECT,-100.0,Tarih,history,"Hicret ile en çok ilişkilendirilen kişi, taraf veya gelişme hangisidir?",Hz. Muhammed,meta/eşleştirme şablonu
q1192,REJECT,-100.0,Tarih,history,"Hicret için doğru kişi, taraf veya gelişme eşleştirmesi hangisidir?",Hz. Muhammed,meta/eşleştirme şablonu
q1195,REJECT,-100.0,Tarih,history,Talas Savaşı için doğru tarih eşleştirmesi hangisidir?,751,meta/eşleştirme şablonu
q1198,REJECT,-100.0,Tarih,history,Talas Savaşı için doğru yer eşleştirmesi hangisidir?,Orta Asya,meta/eşleştirme şablonu
