id,status,categoryIndex,difficulty,family,reason,question,correctAnswer
q40895,REJECT,1,Orta,composite:q13310,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Narcos ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?” / “Dakikada 150 dörtlük vuruş hızında 5/4 ölçülü 12 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,The Shape of Water  •  24
q40896,REJECT,3,Zor,composite:q29029,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Lolita ilk yayımlanma yılıyla hangi tarihe karşılık gelir?” / “Girl Before a Mirror, Nighthawks, Macar Rapsodisi No. 2 ve The Potato Eaters arasından hangisinin tarihi Kuğu Gölü eserine en yakındır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",1955  •  The Potato Eaters
q40897,REJECT,1,Orta,composite:q32039,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “SimCity temel olarak hangi oyun türünde sınıflandırılır?” hem de “Re notasından yukarı doğru bir küçük yedili çıkıldığında piyanodaki hangi ses karşılığına ulaşılır?” sorusunu sırasıyla doğru cevaplar?,Şehir kurma  •  Do
q40898,REJECT,5,Zor,composite:q5065,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “UEFA Euro 2000 turnuvasının ev sahibi hangisidir?” hem de “1982 FIFA Dünya Kupası, 2014 FIFA Dünya Kupası, 2012 NBA Finalleri ve 2021 NBA Finalleri finalleri için aşağıdaki organizasyon–şampiyon–finalist eşleştirmelerinden hangisi tamamen doğrudur?” sorusunu sırasıyla doğru cevaplar?",Belçika ve Hollanda  •  2021 NBA Finalleri — şampiyon Milwaukee Bucks — finalist Phoenix Suns
q40899,REJECT,3,Orta,composite:q30345,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Genç Werther’in Acıları hangi edebî türde sınıflandırılır?” ve “Mountains and Sea, Composition VII, American Gothic ve Eine kleine Nachtmusik eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Mektup roman  •  Eine kleine Nachtmusik → Composition VII → American Gothic → Mountains and Sea
q40900,REJECT,4,Orta,composite:q32980,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Atom numarası 10 olan 1- yüklü iyon kaç elektrona sahiptir?” / “Hızı 1200 m/s ve frekansı 50 Hz olan dalganın dalga boyu kaç metredir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,11  •  24
q40901,REJECT,5,Zor,composite:q24792,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Bir futbol takımı 0 galibiyet, 9 beraberlik ve 4 yenilgi alırsa üç puanlı sistemde kaç puan toplar?” / “Albertville 1992, Nagano 1998, Milano Cortina 2026, Chamonix 1924 Kış Olimpiyatlarının eskiden yeniye sırası hangisidir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",9  •  Chamonix 1924 → Albertville 1992 → Nagano 1998 → Milano Cortina 2026
q40902,REJECT,4,Orta,composite:q19838,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “-30 °C sıcaklık Kelvin ölçeğinde kaç kelvindir?” hem de “Atom numarası 41, kütle numarası 90 olan bir izotopun çekirdeğinde kaç nötron bulunur?” sorusunu sırasıyla doğru cevaplar?","243,15 K  •  49"
q40903,REJECT,0,Orta,composite:q27514,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Uganda kaç ülkeyle kara sınırı paylaşır?” ve “ISO 3166-1 standardında Seyşeller için kullanılan iki harfli ülke kodu hangisidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,5  •  SC
q40904,REJECT,1,Zor,composite:q30052,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Mega Man ilk çıkışıyla en çok hangi platformla ilişkilidir?”, ardından “Re notasından yukarı doğru bir tam dörtlü çıkıldığında piyanodaki hangi ses karşılığına ulaşılır?” soruluyor. Doğru cevap çifti hangisidir?",NES  •  Sol
q40905,REJECT,2,Zor,composite:q31287,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Peloponez Savaşı’nın başlaması olayının yılına, Paris 2024 Olimpiyat Oyunları’nın açılışı, İnsan ve Yurttaş Hakları Bildirisi’nin kabulü, Hammurabi Kanunları’nın derlenmesi, İngiliz Haklar Bildirgesi’nin kabulü seçenekleri arasında zaman bakımından en yakın olan hangisidir?” hem de “Hindistan’ın bağımsızlığı, Milano Fermanı, Peloponez Savaşı’nın başlaması ve Hastings Muharebesi olayları tarih sırasına göre eskiden yeniye nasıl dizilir?” sorusunu sırasıyla doğru cevaplar?",Hammurabi Kanunları’nın derlenmesi  •  Peloponez Savaşı’nın başlaması → Milano Fermanı → Hastings Muharebesi → Hindistan’ın bağımsızlığı
q40906,REJECT,2,Zor,composite:q14480,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “2024 Nobel Kimya Ödülü en doğrudan hangi yerle ilişkilidir?” hem de “Aktium Muharebesi hangi yılda gerçekleşmiştir?” sorusunu sırasıyla doğru cevaplar?,Stockholm  •  MÖ 31
q40907,REJECT,0,Orta,composite:q5248,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Kilimanjaro hangi kıtada veya coğrafi bölgede yer alır?” ve “Uluslararası dil kodlarında “fr” kısaltması hangi dil için kullanılır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,Afrika  •  Fransızca
q40908,REJECT,1,Orta,composite:q4307,İki ayrı soruyu birleştiren yapay ve yorucu format.,“En İyi Film Oscarını kazanan The Last Emperor filminin yönetmeni kimdir?” / “Dakikada 150 dörtlük vuruş hızında 2/4 ölçülü 11 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,Bernardo Bertolucci  •  8.8
q40909,REJECT,1,Zor,composite:q5430,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Sherlock dizisinin ilk yayıncı kanalı veya platformu hangisidir?” / “52 kartlık standart desteden 5 oyuncuya kişi başı 4 kart dağıtılırsa destede kaç kart kalır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,BBC One  •  32
q40910,REJECT,2,Zor,composite:q23934,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Tutankhamun’un mezarının keşfi, Gregoryen takvimin yürürlüğe girmesi, Rusya’nın Ukrayna’ya geniş çaplı saldırısının başlaması, Salamis Deniz Muharebesi olaylarının eskiden yeniye doğru sıralaması hangisidir?”, ardından “Papalık ile imparatorluk arasındaki Tayin Kavgası’nın başlaması hangi yılda gerçekleşmiştir?” soruluyor. Doğru cevap çifti hangisidir?",Salamis Deniz Muharebesi → Gregoryen takvimin yürürlüğe girmesi → Tutankhamun’un mezarının keşfi → Rusya’nın Ukrayna’ya geniş çaplı saldırısının başlaması  •  1075
q40911,REJECT,5,Zor,composite:q23407,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Bir futbol takımı 2 galibiyet, 6 beraberlik ve 6 yenilgi alırsa üç puanlı sistemde kaç puan toplar?”, ikinci soru “Saraybosna 1984, St. Moritz 1948, Squaw Valley 1960, St. Moritz 1928 Kış Olimpiyatlarının eskiden yeniye sırası hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?",12  •  St. Moritz 1928 → St. Moritz 1948 → Squaw Valley 1960 → Saraybosna 1984
q40912,REJECT,0,Orta,composite:q5163,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Lençóis Maranhenses hangi ülkede veya ülkelerde bulunur?” ve “Uluslararası dil kodlarında “am” kısaltması hangi dil için kullanılır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,Brezilya  •  Amharca
q40913,REJECT,1,Orta,composite:q16427,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Si doğal minör gamının birinci derecesi hangi notadır?” ve “Re kök sesli artmış üçlü piyanodaki eş sesli karşılıklar kullanıldığında hangi ses grubuna denk gelir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,Si  •  Re–Fa diyez–La diyez
q40914,REJECT,1,Zor,composite:q33061,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “Half-Life 2 ilk çıkışıyla en çok hangi platformla ilişkilidir?” hem de “24×24 kareli ve sol alt karesi koyu olan dönüşümlü renkli bir tahtada koyu kare sayısı kaçtır?” sorusunu sırasıyla doğru cevaplar?,PC  •  288
q40915,REJECT,3,Zor,composite:q31711,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Ağır Roman, Yabancı, Baba ve Piç, Tom Jones eserlerinin tarihine göre eskiden yeniye sıralaması hangisidir?” hem de “My Bed, 9. Senfoni, Liebesträume No. 3 ve Clair de Lune eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?” sorusunu sırasıyla doğru cevaplar?",Tom Jones → Yabancı → Ağır Roman → Baba ve Piç  •  9. Senfoni → Liebesträume No. 3 → Clair de Lune → My Bed
q40916,REJECT,0,Orta,composite:q22134,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “'Asīr adlı idari bölüm hangi ülkeye bağlıdır?”, ardından “ISO 3166-1 standardında Surinam için kullanılan iki harfli ülke kodu hangisidir?” soruluyor. Doğru cevap çifti hangisidir?",Suudi Arabistan  •  SR
q40917,REJECT,2,Zor,composite:q27914,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Hammurabi Kanunları’nın derlenmesi, Tutankhamun’un mezarının keşfi, Chandrayaan-3’ün Ay’a inişi, IMAP uzay aracının fırlatılması olaylarının eskiden yeniye doğru sıralaması hangisidir?”, ardından “ʻOumuamua’nın keşfedilmesi olayının temel sonucu veya tarihsel önemi hangisidir?” soruluyor. Doğru cevap çifti hangisidir?",Hammurabi Kanunları’nın derlenmesi → Tutankhamun’un mezarının keşfi → Chandrayaan-3’ün Ay’a inişi → IMAP uzay aracının fırlatılması  •  Güneş Sistemi dışından geldiği doğrulanan ilk gözlemsel cismin belirlenmesi
q40918,REJECT,3,Zor,composite:q26305,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Her biri 5 dizeden oluşan 14 adet tanka toplam kaç dize içerir?” hem de “Mrs Dalloway, Huckleberry Finn’in Maceraları, Kar, Kötülük Çiçekleri eserlerinin tarihine göre eskiden yeniye sıralaması hangisidir?” sorusunu sırasıyla doğru cevaplar?",70  •  Kötülük Çiçekleri → Huckleberry Finn’in Maceraları → Mrs Dalloway → Kar
q40919,REJECT,2,Zor,composite:q16560,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “1848 Devrimlerinin başlaması, Birinci Haçlı Seferi’nin başlaması, Roma’daki büyük yangın ve Tuz Yürüyüşü olayları tarih sırasına göre eskiden yeniye nasıl dizilir?” hem de “Fronde ayaklanmalarının başlaması, Jül Sezar’ın Rubicon Nehri’ni geçmesi, Hindistan’ın bağımsızlığı ve Yermük Muharebesi arasından hangisi zaman bakımından Magna Carta’nın kabulü olayına en yakındır?” sorusunu sırasıyla doğru cevaplar?",Roma’daki büyük yangın → Birinci Haçlı Seferi’nin başlaması → 1848 Devrimlerinin başlaması → Tuz Yürüyüşü  •  Fronde ayaklanmalarının başlaması
q40920,REJECT,2,Zor,composite:q32100,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Zaragoza Antlaşması, Titanic’in batması, Gregoryen takvimin yürürlüğe girmesi, Ever Given gemisinin Süveyş Kanalı’nı kapatması olaylarının eskiden yeniye doğru sıralaması hangisidir?” / “Çanakkale Kara Muharebeleri’nin başlaması en doğrudan hangi yerle ilişkilidir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",Zaragoza Antlaşması → Gregoryen takvimin yürürlüğe girmesi → Titanic’in batması → Ever Given gemisinin Süveyş Kanalı’nı kapatması  •  Gelibolu
q40921,REJECT,2,Kolay,composite:q17551,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Güney Sudan’ın bağımsızlığını kazanması hangi yılda gerçekleşmiştir?” / “Ekim Devrimi en doğrudan hangi yerle ilişkilidir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,2011  •  Petrograd
q40922,REJECT,0,Zor,composite:q13124,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Lüksemburg içindeki Remich biriminin resmî idari türü nedir?” / “ISO kayıtlarında Vaucluse adıyla geçen idari bölüm hangi ülkededir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,Kanton  •  Fransa
q40923,REJECT,4,Kolay,composite:q18919,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “Hızı 70 km/sa olan bir yolcu 3 saatte kaç kilometre ilerler?” hem de “Yolculuk 8 saat sürüyor ve hız 115 km/sa ise mesafe kaç kilometredir?” sorusunu sırasıyla doğru cevaplar?,210 km  •  920 km
q40924,REJECT,5,Orta,composite:q3958,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“1908 Yaz Olimpiyat Oyunları’nın ana ev sahibi şehri hangisidir?” ve “2023 NBA Finalleri, 2005 NBA Finalleri, 2006 FIFA Dünya Kupası ve 1950 FIFA Dünya Kupası seçeneklerinden hangisinin şampiyonu 2007 NBA Finalleri organizasyonunun şampiyonuyla aynıdır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Londra  •  2005 NBA Finalleri
q40925,REJECT,4,Orta,composite:q30733,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Atom numarası 12 olan 1- yüklü iyon kaç elektrona sahiptir?” hem de “Celsius ölçeğindeki eksi 155 derece, Fahrenheit ölçeğinde kaç derecedir?” sorusunu sırasıyla doğru cevaplar?",13  •  -247 °F
q40926,REJECT,1,Orta,composite:q21420,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Re bemol majör gamının altıncı derecesi hangi notadır?” / “Si kök sesli sus2 akoru piyanodaki eş sesli karşılıklar kullanıldığında hangi ses grubuna denk gelir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,Si bemol  •  Si–Do diyez–Fa diyez
q40927,REJECT,5,Kolay,composite:q6028,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Fenway Park hangi ülkede bulunur?” ve “1988 Avrupa Futbol Şampiyonası, 2002 NBA Finalleri, 1958 FIFA Dünya Kupası ve 2018 NBA Finalleri seçeneklerinden hangisinin şampiyonu 1994 FIFA Dünya Kupası organizasyonunun şampiyonuyla aynıdır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Amerika Birleşik Devletleri  •  1958 FIFA Dünya Kupası
q40928,REJECT,1,Zor,composite:q3395,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Breathless filmi hangi yıl gösterime girmiştir?”, ardından “Do kök sesli sus4 akoru akorunun birinci çevriminde bas sesinin piyanodaki eş sesli karşılığı hangisidir?” soruluyor. Doğru cevap çifti hangisidir?",1960  •  Fa
q40929,REJECT,5,Orta,composite:q23248,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “50 metrelik uzun kulvar havuzunda 4300 metre yüzmek kaç havuz boyuna karşılık gelir?”, ikinci soru “Bell Centre, Wrigley Field, San Siro ve Le Mans 24 Saat Pisti spor tesisleri için aşağıdaki seçeneklerden hangisinde iki şehir–ülke eşleştirmesi de doğrudur?” olduğuna göre doğru yanıt sırası hangisidir?","86  •  Bell Centre — Montreal, Kanada / Wrigley Field — Chicago, Amerika Birleşik Devletleri"
q40930,REJECT,0,Orta,composite:q26425,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “İspanya kaç ülkeyle kara sınırı paylaşır?” hem de “Sri Lanka için verilen yaklaşık merkez koordinatı hangi yarımküre ikilisine düşer?” sorusunu sırasıyla doğru cevaplar?,5  •  Kuzey ve Doğu yarımküreleri
q40931,REJECT,3,Zor,composite:q28770,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Beowulf ilk yayımlanma yılıyla hangi tarihe karşılık gelir?” ve “Çıplak Dağda Bir Gece, Spartaküs, Liebesträume No. 3 ve Vejetaryen eserleri için hangi seçenekte iki yaratıcı eşleştirmesi de doğrudur?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",1000  •  Modest Mussorgsky — Çıplak Dağda Bir Gece / Aram Haçaturyan — Spartaküs
q40932,REJECT,0,Zor,composite:q3280,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “+967 uluslararası telefon kodu hangi ülkeye aittir?”, ardından “Güney Afrika için ayrılmış ülke kodlu internet alan adı uzantısı hangisidir?” soruluyor. Doğru cevap çifti hangisidir?",Yemen  •  .za
q40933,REJECT,0,Zor,composite:q24102,İki ayrı soruyu birleştiren yapay ve yorucu format.,“ISO 3166-1 sayısal kodlamasında Mali hangi kodla gösterilir?” ve “Iguazú Şelaleleri aşağıdaki coğrafi oluşum türlerinden hangisidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,466  •  Şelale sistemi
q40934,REJECT,3,Orta,composite:q3760,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Başlığı “S” harfiyle başlayan aşağıdaki eserlerden hangisi Victor Hugo tarafından yazılmıştır?” ve “Eine kleine Nachtmusik, Ay Işığı Sonatı, Olympia ve My Bed eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Sefiller  •  Eine kleine Nachtmusik → Ay Işığı Sonatı → Olympia → My Bed
q40935,REJECT,0,Zor,composite:q15179,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Gunma adlı idari bölüm hangi ülkeye bağlıdır?” / “Birleşik Krallık içindeki Westminster alt birimi hangi üst idari bölüme bağlıdır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,Japonya  •  England
q40936,REJECT,4,Orta,composite:q14832,İki ayrı soruyu birleştiren yapay ve yorucu format.,“11 g/cm³ yoğunluğa sahip 49 cm³’lük cismin kütlesi kaç gramdır?” ve “Yoğunluğu 1 g/cm³ ve hacmi 42 cm³ olan örneğin kütlesi kaç gramdır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?,539 g  •  42 g
q40937,REJECT,1,Orta,composite:q19452,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Kramer vs. Kramer ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?”, ardından “Dakikada 80 dörtlük vuruş hızında 2/4 ölçülü 16 ölçülük bölüm yaklaşık kaç saniye sürer?” soruluyor. Doğru cevap çifti hangisidir?",Solaris  •  24
q40938,REJECT,1,Orta,composite:q30804,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “Diablo ilk kez hangi yılda yayımlandı?” hem de “Fa diyez kök sesli minör yedili piyanodaki eş sesli karşılıklar kullanıldığında hangi ses grubuna denk gelir?” sorusunu sırasıyla doğru cevaplar?,1996  •  Fa diyez–La–Do diyez–Mi
q40939,REJECT,4,Orta,composite:q3827,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Y kimyasal simgesi hangi elemente aittir?” / “Atom numarası 76, kütle numarası 157 olan bir izotopun çekirdeğinde kaç nötron bulunur?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",İtriyum  •  81
q40940,REJECT,3,Orta,composite:q3666,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Artemio Cruz’un Ölümü adlı eserin yazarı kimdir?”, ikinci soru “No. 61 (Rust and Blue), Macar Rapsodisi No. 2, Carmen ve Dakika Valsi eserlerinden hangisi diğer üçünden farklı bir alanda sınıflandırılır?” olduğuna göre doğru yanıt sırası hangisidir?",Carlos Fuentes  •  No. 61 (Rust and Blue)
q40941,REJECT,5,Orta,composite:q28579,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “Standart 400 metrelik atletizm pistinde 4000 metre koşmak için kaç tam tur gerekir?” hem de “2011 NBA Finalleri, 2021 NBA Finalleri, 2018 FIFA Dünya Kupası ve 2024 NBA Finalleri organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?” sorusunu sırasıyla doğru cevaplar?",10  •  2011 NBA Finalleri → 2018 FIFA Dünya Kupası → 2021 NBA Finalleri → 2024 NBA Finalleri
q40942,REJECT,5,Zor,composite:q29652,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Aşağıdaki seçeneklerden hangisi hem “1952 Kış Olimpiyat Oyunları’nın ana ev sahibi şehri veya ortak ev sahibi adı hangisidir?” hem de “Calgary 1988, Garmisch-Partenkirchen 1936, St. Moritz 1948, Nagano 1998 Kış Olimpiyatlarının eskiden yeniye sırası hangisidir?” sorusunu sırasıyla doğru cevaplar?",Oslo  •  Garmisch-Partenkirchen 1936 → St. Moritz 1948 → Calgary 1988 → Nagano 1998
q40943,REJECT,1,Zor,composite:q28182,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Dishonored ilk çıkışıyla en çok hangi platformla ilişkilidir?” / “Do notasından aşağı doğru bir küçük ikili inildiğinde piyanodaki hangi ses karşılığına ulaşılır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,PC  •  Si
q40944,REJECT,3,Zor,composite:q29489,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Her biri 19 dizeden oluşan 26 adet villanelle toplam kaç dize içerir?”, ardından “Salk Enstitüsü, Saman Arabası, Tehlikeli Oyunlar, Mrs Dalloway eserlerinin tarihine göre eskiden yeniye sıralaması hangisidir?” soruluyor. Doğru cevap çifti hangisidir?",494  •  Saman Arabası → Mrs Dalloway → Salk Enstitüsü → Tehlikeli Oyunlar
q40945,REJECT,2,Zor,composite:q30455,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Chandrayaan-3’ün Ay’a inişi, Paris 2024 Olimpiyat Oyunları’nın açılışı, Culloden Muharebesi, NASA’nın Genesis Mission girişimine katıldığını açıklaması olaylarının eskiden yeniye doğru sıralaması hangisidir?”, ikinci soru “Glasgow İklim Paktı’nın kabul edilmesi olayının temel sonucu veya tarihsel önemi hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?",Culloden Muharebesi → Chandrayaan-3’ün Ay’a inişi → Paris 2024 Olimpiyat Oyunları’nın açılışı → NASA’nın Genesis Mission girişimine katıldığını açıklaması  •  Kömür kullanımının azaltılması ve iklim hedeflerinin güçlendirilmesi çağrısının kabulü
q40946,REJECT,3,Zor,composite:q5721,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Clair de Lune hangi müzik türü veya biçiminde yazılmıştır?” ve “Fantastik Senfoni, Su Müziği, Rigoletto ve An American in Paris arasından hangisinin tarihi The Fighting Temeraire eserine en yakındır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Piyano eseri  •  Fantastik Senfoni
q40947,REJECT,3,Orta,composite:q24006,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Son Akşam Yemeği hangi sanat biçimine örnektir?” ve “The City Rises, Adagio for Strings, Mountains and Sea ve The Persistence of Memory eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",Duvar resmi  •  The City Rises → The Persistence of Memory → Adagio for Strings → Mountains and Sea
q40948,REJECT,1,Orta,composite:q24094,İki ayrı soruyu birleştiren yapay ve yorucu format.,Aşağıdaki seçeneklerden hangisi hem “Dakikada 80 dörtlük vuruş hızında 4/4 ölçülü 3 ölçülük bölüm yaklaşık kaç saniye sürer?” hem de “Dakikada 90 dörtlük vuruş hızında 12/8 ölçülü 7 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?,9  •  28
q40949,REJECT,2,Zor,composite:q15463,İki ayrı soruyu birleştiren yapay ve yorucu format.,"İlk olarak “Yüz Yıl Savaşı’nın başlaması, Macellan seferinin yola çıkması, Verdun Antlaşması ve Gutenberg İncili’nin basılması olayları tarih sırasına göre eskiden yeniye nasıl dizilir?”, ardından “Boston Çay Partisi, Poltava Muharebesi, Otuz Yıl Savaşı’nın başlaması ve Alman İmparatorluğu’nun ilanı olaylarıyla ilgili aşağıdaki yıl–yer–kişi eşleştirmelerinden hangisi bütünüyle doğrudur?” soruluyor. Doğru cevap çifti hangisidir?",Verdun Antlaşması → Yüz Yıl Savaşı’nın başlaması → Gutenberg İncili’nin basılması → Macellan seferinin yola çıkması  •  Boston Çay Partisi — 1773 — Boston — Sons of Liberty
q40950,REJECT,0,Orta,composite:q20156,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “Kjósarhreppur adlı idari bölüm hangi ülkeye bağlıdır?”, ikinci soru “Güney Kore için ayrılmış ülke kodlu internet alan adı uzantısı hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?",İzlanda  •  .kr
q40951,REJECT,2,Orta,composite:q32714,İki ayrı soruyu birleştiren yapay ve yorucu format.,“İki nötron yıldızının birleşmesinden kütleçekim dalgası gözlenmesi hangi yüzyıl içinde yer alır?” / “1857 Hint Ayaklanması en doğrudan hangi yerle ilişkilidir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,21. yüzyıl  •  Hindistan
q40952,REJECT,4,Orta,composite:q24136,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Atom numarası 51 olan 1- yüklü iyon kaç elektrona sahiptir?” ve “Hacmi 45 cm³, kütlesi 315 g olan cismin birim hacim başına kütlesi kaçtır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",52  •  7 g/cm³
q40953,REJECT,3,Zor,composite:q31902,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Orange and Yellow hangi yılda tamamlanmış veya ilk kez sergilenmiştir?” ve “The Dance, Yüzyıllık Yalnızlık, Ses ve Öfke ve Decameron eserlerinden hangisi diğer üçünden farklı bir alanda sınıflandırılır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?",1956  •  The Dance
q40954,REJECT,5,Orta,composite:q26610,İki ayrı soruyu birleştiren yapay ve yorucu format.,"“Bir futbol takımının attığı gol 20, yediği gol 30 ise gol averajı kaçtır?” / “2008 Avrupa Futbol Şampiyonası, 2022 NBA Finalleri, 1996 Yaz Olimpiyatları ve 1984 Yaz Olimpiyatları organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?",-10  •  1984 Yaz Olimpiyatları → 1996 Yaz Olimpiyatları → 2008 Avrupa Futbol Şampiyonası → 2022 NBA Finalleri
q40955,REJECT,0,Zor,composite:q31650,İki ayrı soruyu birleştiren yapay ve yorucu format.,“Côte d’Ivoire kaç ülkeyle kara sınırı paylaşır?” / “ISO hiyerarşisine göre Estonya sınırlarındaki Mustvee hangi üst birime bağlanır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?,5  •  Jõgevamaa
q40956,REJECT,2,Orta,composite:q19593,İki ayrı soruyu birleştiren yapay ve yorucu format.,"Birinci soru “2024 Nobel Fizik Ödülü hangi yılda gerçekleşmiştir?”, ikinci soru “Talas Muharebesi hangi yılda gerçekleşti?” olduğuna göre doğru yanıt sırası hangisidir?",2024  •  751
