BİLGİ ROTASI – KATEGORİYE GİYDİRİLMİŞ MATEMATİK SORULARI
======================================================================================

Toplam soru bankası: 53063
Matematik problemi olarak elenecek: 16243

KATEGORİLERE GÖRE
--------------------------------------------------------------------------------------
Eğlence: 3993
Spor: 3924
Bilim & Doğa: 3391
Coğrafya: 2851
Sanat & Edebiyat: 1822
Tarih: 262

ELENECEK SORULAR
--------------------------------------------------------------------------------------
ID	KATEGORİ	TESPİT	SORU
q46409	Eğlence	sayısal seçenekler	300 koltuklu bir sinema salonunda 40 bilet satılırsa kaç boş koltuk kalır?
q46410	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 12 metre hızla 4 saniye hareket eden bir cisim kaç metre yol alır?
q46411	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 8 try, 5 conversion ve 0 penaltı golü yaparsa toplam kaç puan alır?
q46412	Eğlence	aritmetik/ölçü kalıbı: toplam sure, kac dakika; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Bir çalma listesinde 30 şarkı vardır ve her şarkı ortalama 5 dakika sürerse listenin toplam süresi kaç dakikadır?
q46417	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir plağın A yüzünde 5, B yüzünde 7 parça varsa albümde toplam kaç parça vardır?
q46418	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Gerçekte 140 kilometre olan bir uzaklık haritada 14 santimetre gösteriliyorsa 1 santimetre kaç kilometredir?
q46419	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre	Bir araç 120 kilometre kuzeye ve ardından 45 kilometre güneye giderse başlangıç noktasının kaç kilometre kuzeyinde olur?
q46420	Spor	aritmetik/ölçü kalıbı: toplam mesafe, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	6 sporcunun kişi başı 50 metre koştuğu bir bayrak yarışının toplam mesafesi kaç metredir?
q46421	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 35-29 biterse kazanan takım kaç gol farkla kazanmıştır?
q46422	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Bir haritada 1 santimetre 100 kilometreyi gösteriyorsa 20 santimetre gerçekte kaç kilometredir?
q46423	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir sanat galerisinin 15 salonunda eşit olarak 12 eser sergilenirse toplam kaç eser vardır?
q46425	Tarih	sayısal seçenekler	1300 ile 1330 yılları arasında kaç yıl vardır?
q46426	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Bir kitaplıkta 9 rafın her birinde 20 kitap varsa toplam kaç kitap vardır?
q46427	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC+0 saat diliminde saat 06.00 iken UTC-3 saat diliminde saat kaçtır?
q46429	Sanat & Edebiyat	sayısal seçenekler	450 sayfalık bir kitabın 175 sayfası okunduysa geriye kaç sayfa kalır?
q46430	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 250 metre olan bir bisiklet pistinde 8 tur atan sporcu toplam kaç metre gider?
q46433	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-4 saat diliminde saat 16.00 iken UTC-5 saat diliminde saat kaçtır?
q46434	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 26 metre hızla 12 saniye hareket eden bir cisim kaç metre yol alır?
q46437	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her gün 25 sayfa kitap okuyan biri 13 günde toplam kaç sayfa okur?
q46439	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 3 try, 1 conversion ve 0 penaltı golü yaparsa toplam kaç puan alır?
q46441	Eğlence	sayısal seçenekler	65 bölümlük bir oyunda 55 bölüm tamamlandıysa kaç bölüm kalmıştır?
q46444	Eğlence	aritmetik/ölçü kalıbı: toplam kac, saniyede; sayısal seçenekler	Saniyede 20 kare gösterilen bir animasyonun 9 saniyesinde toplam kaç kare bulunur?
q46445	Coğrafya	aritmetik/ölçü kalıbı: toplam kac, kac kilometre; sayısal seçenekler	İki yer arasındaki tek yön uzaklık 150 kilometreyse gidiş ve dönüş toplam kaç kilometredir?
q46446	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir buz hokeyi takımı üç periyotta sırasıyla 5, 0 ve 2 gol atarsa toplam kaç gol atmış olur?
q46447	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Bir kitaplıkta 5 rafın her birinde 25 kitap varsa toplam kaç kitap vardır?
q46448	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir sanat galerisinin 8 salonunda eşit olarak 20 eser sergilenirse toplam kaç eser vardır?
q46449	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir tiyatro salonunda 7 sıra ve her sırada 18 koltuk varsa toplam kaç koltuk vardır?
q46450	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir tiyatro salonunda 5 sıra ve her sırada 20 koltuk varsa toplam kaç koltuk vardır?
q46451	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Tek eleme usulü bir turnuvaya 60 takım katılırsa şampiyon belirlenene kadar toplam kaç maç oynanır?
q46453	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir sanat galerisinin 14 salonunda eşit olarak 4 eser sergilenirse toplam kaç eser vardır?
q46454	Sanat & Edebiyat	sayısal seçenekler	55 bölümlük bir romanın 52 bölümü okunduysa kaç bölüm kalır?
q46457	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre	Bir gezgin önce 110 kilometre doğuya, sonra 80 kilometre batıya giderse başlangıç noktasının kaç kilometre doğusunda kalır?
q46459	Coğrafya	aritmetik/ölçü kalıbı: kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Deniz seviyesinden 800 metre yüksekteki bir yer ile 900 metre yüksekteki bir yer arasındaki yükselti farkı kaç metredir?
q46460	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-2 saat diliminde saat 08.00 iken UTC+6 saat diliminde saat kaçtır?
q46461	Spor	işlem işareti; sayısal seçenekler	Bir voleybol seti 25-14 biterse iki takım arasındaki puan farkı kaçtır?
q46462	Bilim & Doğa	aritmetik/ölçü kalıbı: saniyede	400 joule enerji 4 saniyede aktarılırsa ortalama güç kaç wattır?
q46464	Eğlence	aritmetik/ölçü kalıbı: toplam kac, saniyede; sayısal seçenekler	Saniyede 30 kare gösterilen bir animasyonun 13 saniyesinde toplam kaç kare bulunur?
q46465	Spor	aritmetik/ölçü kalıbı: toplam puan, her biri; sayısal seçenekler	Okçulukta 6 okun her biri 7 puanlık bölgeye isabet ederse toplam puan kaç olur?
q46468	Bilim & Doğa	aritmetik/ölçü kalıbı: saniyede	1100 joule enerji 10 saniyede aktarılırsa ortalama güç kaç wattır?
q46469	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 200 metre olan bir bisiklet pistinde 3 tur atan sporcu toplam kaç metre gider?
q46470	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Gerçekte 400 kilometre olan bir uzaklık haritada 10 santimetre gösteriliyorsa 1 santimetre kaç kilometredir?
q46471	Spor	aritmetik/ölçü kalıbı: toplam puan, her biri; sayısal seçenekler	Okçulukta 3 okun her biri 5 puanlık bölgeye isabet ederse toplam puan kaç olur?
q46472	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir buz hokeyi takımı üç periyotta sırasıyla 2, 1 ve 2 gol atarsa toplam kaç gol atmış olur?
q46473	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir sanat galerisinin 10 salonunda eşit olarak 20 eser sergilenirse toplam kaç eser vardır?
q46476	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 10 try, 8 conversion ve 3 penaltı golü yaparsa toplam kaç puan alır?
q46478	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 8 metre hızla 9 saniye hareket eden bir cisim kaç metre yol alır?
q46480	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	600 kilometrelik bir nehir rotasının 125 kilometresi tamamlanırsa geriye kaç kilometre kalır?
q46481	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir sanat galerisinin 14 salonunda eşit olarak 18 eser sergilenirse toplam kaç eser vardır?
q46483	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir plağın A yüzünde 11, B yüzünde 9 parça varsa albümde toplam kaç parça vardır?
q46485	Eğlence	aritmetik/ölçü kalıbı: toplam kac, saniyede; sayısal seçenekler	Saniyede 12 kare gösterilen bir animasyonun 11 saniyesinde toplam kaç kare bulunur?
q46487	Eğlence	sayısal seçenekler	85 bölümlük bir oyunda 35 bölüm tamamlandıysa kaç bölüm kalmıştır?
q46488	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; birden fazla sayı ve ölçü birimi	420 metre yolu 2 saniyede alan bir cismin ortalama hızı kaç metre/saniyedir?
q46489	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 200 metre olan bir bisiklet pistinde 10 tur atan sporcu toplam kaç metre gider?
q46491	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	400 kilometrelik bir nehir rotasının 25 kilometresi tamamlanırsa geriye kaç kilometre kalır?
q46494	Coğrafya	aritmetik/ölçü kalıbı: kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Deniz seviyesinden 200 metre yüksekteki bir yer ile 1300 metre yüksekteki bir yer arasındaki yükselti farkı kaç metredir?
q46496	Bilim & Doğa	aritmetik/ölçü kalıbı: saniyede	400 joule enerji 10 saniyede aktarılırsa ortalama güç kaç wattır?
q46497	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir plağın A yüzünde 12, B yüzünde 5 parça varsa albümde toplam kaç parça vardır?
q46498	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her kıtasında 8 dize bulunan 4 kıtalık bir şiirde toplam kaç dize vardır?
q46499	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 31-22 biterse kazanan takım kaç gol farkla kazanmıştır?
q46500	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre	Bir araç 40 kilometre kuzeye ve ardından 10 kilometre güneye giderse başlangıç noktasının kaç kilometre kuzeyinde olur?
q46502	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 4 try, 2 conversion ve 4 penaltı golü yaparsa toplam kaç puan alır?
q46503	Sanat & Edebiyat	sayısal seçenekler	55 bölümlük bir romanın 38 bölümü okunduysa kaç bölüm kalır?
q46504	Eğlence	sayısal seçenekler	100 bölümlük bir oyunda 75 bölüm tamamlandıysa kaç bölüm kalmıştır?
q46505	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-3 saat diliminde saat 12.00 iken UTC-4 saat diliminde saat kaçtır?
q46506	Coğrafya	aritmetik/ölçü kalıbı: toplam kac, kac kilometre; sayısal seçenekler	İki yer arasındaki tek yön uzaklık 50 kilometreyse gidiş ve dönüş toplam kaç kilometredir?
q46508	Eğlence	aritmetik/ölçü kalıbı: toplam kac, kac mb, her bolumu; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Her bölümü 250 MB olan 8 bölümlük bir içerik indirildiğinde toplam kaç MB yer kaplar?
q46509	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir plağın A yüzünde 10, B yüzünde 7 parça varsa albümde toplam kaç parça vardır?
q46510	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her ölçüsünde 2 vuruş bulunan 19 ölçülük bir müzik parçasında toplam kaç vuruş vardır?
q46511	Bilim & Doğa	aritmetik/ölçü kalıbı: saniyede	2000 joule enerji 4 saniyede aktarılırsa ortalama güç kaç wattır?
q46513	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 3 try, 1 conversion ve 2 penaltı golü yaparsa toplam kaç puan alır?
q46514	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir sanat galerisinin 13 salonunda eşit olarak 8 eser sergilenirse toplam kaç eser vardır?
q46517	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Tek eleme usulü bir turnuvaya 110 takım katılırsa şampiyon belirlenene kadar toplam kaç maç oynanır?
q46518	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-5 saat diliminde saat 08.00 iken UTC+5 saat diliminde saat kaçtır?
q46520	Eğlence	aritmetik/ölçü kalıbı: toplam kac, saniyede; sayısal seçenekler	Saniyede 25 kare gösterilen bir animasyonun 3 saniyesinde toplam kaç kare bulunur?
q46522	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Bir haritada 1 santimetre 5 kilometreyi gösteriyorsa 19 santimetre gerçekte kaç kilometredir?
q46526	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir buz hokeyi takımı üç periyotta sırasıyla 4, 4 ve 0 gol atarsa toplam kaç gol atmış olur?
q46528	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 22-16 biterse kazanan takım kaç gol farkla kazanmıştır?
q46529	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-3 saat diliminde saat 16.00 iken UTC-5 saat diliminde saat kaçtır?
q46532	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 18 metre hızla 10 saniye hareket eden bir cisim kaç metre yol alır?
q46533	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir sanat galerisinin 5 salonunda eşit olarak 16 eser sergilenirse toplam kaç eser vardır?
q46534	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Bir haritada 1 santimetre 75 kilometreyi gösteriyorsa 9 santimetre gerçekte kaç kilometredir?
q46535	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre	Bir araç 70 kilometre kuzeye ve ardından 20 kilometre güneye giderse başlangıç noktasının kaç kilometre kuzeyinde olur?
q46536	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her ölçüsünde 6 vuruş bulunan 17 ölçülük bir müzik parçasında toplam kaç vuruş vardır?
q46537	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-3 saat diliminde saat 06.00 iken UTC-1 saat diliminde saat kaçtır?
q46539	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Tek eleme usulü bir turnuvaya 85 takım katılırsa şampiyon belirlenene kadar toplam kaç maç oynanır?
q46541	Eğlence	aritmetik/ölçü kalıbı: toplam kac, saniyede; sayısal seçenekler	Saniyede 24 kare gösterilen bir animasyonun 3 saniyesinde toplam kaç kare bulunur?
q46542	Sanat & Edebiyat	sayısal seçenekler	10 bölümlük bir romanın 2 bölümü okunduysa kaç bölüm kalır?
q46543	Eğlence	sayısal seçenekler	400 koltuklu bir sinema salonunda 140 bilet satılırsa kaç boş koltuk kalır?
q46544	Eğlence	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Bir video oyununda her biri 50 puan değerindeki 6 jeton toplanırsa toplam kaç puan kazanılır?
q46545	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-3 saat diliminde saat 14.00 iken UTC+6 saat diliminde saat kaçtır?
q46547	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir tiyatro salonunda 19 sıra ve her sırada 10 koltuk varsa toplam kaç koltuk vardır?
q46549	Eğlence	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Bir video oyununda her biri 100 puan değerindeki 13 jeton toplanırsa toplam kaç puan kazanılır?
q46553	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 8 try, 0 conversion ve 0 penaltı golü yaparsa toplam kaç puan alır?
q46554	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC+6 saat diliminde saat 10.00 iken UTC+0 saat diliminde saat kaçtır?
q46556	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 28 metre hızla 11 saniye hareket eden bir cisim kaç metre yol alır?
q46558	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Tek eleme usulü bir turnuvaya 102 takım katılırsa şampiyon belirlenene kadar toplam kaç maç oynanır?
q46560	Eğlence	aritmetik/ölçü kalıbı: toplam kac, kac dakika, her bolumu; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Her bölümü 45 dakika süren 5 bölümlük bir diziyi izlemek toplam kaç dakika sürer?
q46561	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 9 try, 2 conversion ve 1 penaltı golü yaparsa toplam kaç puan alır?
q46563	Eğlence	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Bir masa oyununda 4 oyuncunun her birine 7 kart dağıtılırsa toplam kaç kart kullanılır?
q46566	Sanat & Edebiyat	sayısal seçenekler	525 sayfalık bir kitabın 375 sayfası okunduysa geriye kaç sayfa kalır?
q46567	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 34-24 biterse kazanan takım kaç gol farkla kazanmıştır?
q46569	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 18 metre hızla 4 saniye hareket eden bir cisim kaç metre yol alır?
q46570	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 26 metre hızla 13 saniye hareket eden bir cisim kaç metre yol alır?
q46571	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 333 metre olan bir bisiklet pistinde 48 tur atan sporcu toplam kaç metre gider?
q46572	Eğlence	sayısal seçenekler	360 koltuklu bir sinema salonunda 20 bilet satılırsa kaç boş koltuk kalır?
q46574	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Gerçekte 1600 kilometre olan bir uzaklık haritada 16 santimetre gösteriliyorsa 1 santimetre kaç kilometredir?
q46575	Eğlence	sayısal seçenekler	25 bölümlük bir oyunda 20 bölüm tamamlandıysa kaç bölüm kalmıştır?
q46576	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir tiyatro salonunda 20 sıra ve her sırada 10 koltuk varsa toplam kaç koltuk vardır?
q46580	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her gün 30 sayfa kitap okuyan biri 14 günde toplam kaç sayfa okur?
q46582	Sanat & Edebiyat	sayısal seçenekler	60 bölümlük bir romanın 34 bölümü okunduysa kaç bölüm kalır?
q46583	Eğlence	sayısal seçenekler	90 bölümlük bir oyunda 10 bölüm tamamlandıysa kaç bölüm kalmıştır?
q46584	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 200 metre olan bir bisiklet pistinde 4 tur atan sporcu toplam kaç metre gider?
q46586	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 12 metre hızla 17 saniye hareket eden bir cisim kaç metre yol alır?
q46587	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Gerçekte 160 kilometre olan bir uzaklık haritada 8 santimetre gösteriliyorsa 1 santimetre kaç kilometredir?
q46588	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 22 metre hızla 9 saniye hareket eden bir cisim kaç metre yol alır?
q46591	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-5 saat diliminde saat 16.00 iken UTC+0 saat diliminde saat kaçtır?
q46592	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; birden fazla sayı ve ölçü birimi	250 metre yolu 2 saniyede alan bir cismin ortalama hızı kaç metre/saniyedir?
q46593	Spor	işlem işareti; sayısal seçenekler	Bir voleybol seti 32-20 biterse iki takım arasındaki puan farkı kaçtır?
q46594	Eğlence	aritmetik/ölçü kalıbı: toplam kac, kac mb, her bolumu; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Her bölümü 250 MB olan 11 bölümlük bir içerik indirildiğinde toplam kaç MB yer kaplar?
q46595	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir buz hokeyi takımı üç periyotta sırasıyla 3, 5 ve 3 gol atarsa toplam kaç gol atmış olur?
q46601	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her gün 10 sayfa kitap okuyan biri 5 günde toplam kaç sayfa okur?
q46604	Spor	aritmetik/ölçü kalıbı: toplam kac; işlem işareti; sayısal seçenekler	Bir tenis setindeki oyun skoru 10-2 ise sette toplam kaç oyun oynanmıştır?
q46606	Eğlence	aritmetik/ölçü kalıbı: toplam sure, kac dakika; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Bir çalma listesinde 4 şarkı vardır ve her şarkı ortalama 2 dakika sürerse listenin toplam süresi kaç dakikadır?
q46608	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 3 try, 0 conversion ve 0 penaltı golü yaparsa toplam kaç puan alır?
q46609	Spor	aritmetik/ölçü kalıbı: toplam mesafe, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	3 sporcunun kişi başı 200 metre koştuğu bir bayrak yarışının toplam mesafesi kaç metredir?
q46610	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 500 metre olan bir bisiklet pistinde 22 tur atan sporcu toplam kaç metre gider?
q46611	Eğlence	aritmetik/ölçü kalıbı: toplam kac, kac mb, her bolumu; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Her bölümü 150 MB olan 8 bölümlük bir içerik indirildiğinde toplam kaç MB yer kaplar?
q46612	Tarih	sayısal seçenekler	1550 ile 1590 yılları arasında kaç yıl vardır?
q46615	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir konserde ana programda 14, bis bölümünde 5 şarkı çalınırsa toplam kaç şarkı seslendirilir?
q46617	Spor	aritmetik/ölçü kalıbı: toplam puan, her biri; sayısal seçenekler	Okçulukta 5 okun her biri 2 puanlık bölgeye isabet ederse toplam puan kaç olur?
q46618	Sanat & Edebiyat	sayısal seçenekler	375 sayfalık bir kitabın 275 sayfası okunduysa geriye kaç sayfa kalır?
q46619	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir sanat galerisinin 3 salonunda eşit olarak 8 eser sergilenirse toplam kaç eser vardır?
q46620	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Bir kitaplıkta 5 rafın her birinde 15 kitap varsa toplam kaç kitap vardır?
q46621	Eğlence	aritmetik/ölçü kalıbı: toplam sure, kac dakika; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Bir çalma listesinde 20 şarkı vardır ve her şarkı ortalama 2 dakika sürerse listenin toplam süresi kaç dakikadır?
q46622	Sanat & Edebiyat	sayısal seçenekler	575 sayfalık bir kitabın 375 sayfası okunduysa geriye kaç sayfa kalır?
q46623	Sanat & Edebiyat	sayısal seçenekler	45 bölümlük bir romanın 36 bölümü okunduysa kaç bölüm kalır?
q46624	Eğlence	aritmetik/ölçü kalıbı: toplam kac, saniyede; sayısal seçenekler	Saniyede 12 kare gösterilen bir animasyonun 19 saniyesinde toplam kaç kare bulunur?
q46625	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-1 saat diliminde saat 08.00 iken UTC-4 saat diliminde saat kaçtır?
q46629	Spor	aritmetik/ölçü kalıbı: toplam puan, her biri; sayısal seçenekler	Okçulukta 4 okun her biri 1 puanlık bölgeye isabet ederse toplam puan kaç olur?
q46630	Sanat & Edebiyat	sayısal seçenekler	475 sayfalık bir kitabın 350 sayfası okunduysa geriye kaç sayfa kalır?
q46631	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 8 metre hızla 14 saniye hareket eden bir cisim kaç metre yol alır?
q46632	Spor	işlem işareti; sayısal seçenekler	Bir voleybol seti 27-19 biterse iki takım arasındaki puan farkı kaçtır?
q46634	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 6 try, 4 conversion ve 5 penaltı golü yaparsa toplam kaç puan alır?
q46636	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 33-23 biterse kazanan takım kaç gol farkla kazanmıştır?
q46637	Eğlence	sayısal seçenekler	240 koltuklu bir sinema salonunda 40 bilet satılırsa kaç boş koltuk kalır?
q46638	Tarih	sayısal seçenekler	1225 ile 1300 yılları arasında kaç yıl vardır?
q46639	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir tiyatro salonunda 5 sıra ve her sırada 15 koltuk varsa toplam kaç koltuk vardır?
q46640	Sanat & Edebiyat	sayısal seçenekler	575 sayfalık bir kitabın 450 sayfası okunduysa geriye kaç sayfa kalır?
q46641	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 200 metre olan bir bisiklet pistinde 38 tur atan sporcu toplam kaç metre gider?
q46642	Sanat & Edebiyat	sayısal seçenekler	575 sayfalık bir kitabın 500 sayfası okunduysa geriye kaç sayfa kalır?
q46644	Tarih	sayısal seçenekler	1350 ile 1425 yılları arasında kaç yıl vardır?
q46645	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 30-27 biterse kazanan takım kaç gol farkla kazanmıştır?
q46646	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her gün 30 sayfa kitap okuyan biri 3 günde toplam kaç sayfa okur?
q46647	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir tiyatro salonunda 19 sıra ve her sırada 12 koltuk varsa toplam kaç koltuk vardır?
q46648	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-2 saat diliminde saat 16.00 iken UTC+6 saat diliminde saat kaçtır?
